id,title,body,category,priority,full_text
929,Tastiera bloccata,L'aggiornamento del sistema operativo è fallito Grazie in anticipo.,Tecnico,media,tastiera bloccata l'aggiornamento del sistema operativo è fallito grazie in anticipo
930,USB non riconosciuta,Il computer impiega troppo tempo ad avviarsi Quando possibile.,Tecnico,bassa,usb non riconosciuta il computer impiega troppo tempo ad avviarsi quando possibile
931,Partnership commerciale,Vorrei lasciare un feedback sul servizio ricevuto Solo per curiosità.,Commerciale,bassa,partnership commerciale vorrei lasciare un feedback sul servizio ricevuto solo per curiosità
932,Tracciamento ordine,"È possibile ottenere uno sconto per grandi quantità? È urgente, non riesco a lavorare.",Commerciale,alta,tracciamento ordine è possibile ottenere uno sconto per grandi quantità è urgente non riesco a lavorare
933,Nota spese,"Il cedolino presenta delle anomalie Sono fermo, non posso procedere.",Amministrazione,alta,nota spese il cedolino presenta delle anomalie sono fermo non posso procedere
934,Disco pieno,Il sistema è molto lento per mancanza di RAM Senza fretta.,Tecnico,bassa,disco pieno il sistema è molto lento per mancanza di ram senza fretta
935,Licenza scaduta,Alcuni tasti della tastiera non funzionano Problema grave che blocca tutto.,Tecnico,alta,licenza scaduta alcuni tasti della tastiera non funzionano problema grave che blocca tutto
936,Problema cedolino,Ho bisogno di una lettera di referenze Ho bisogno di aiuto immediato.,Amministrazione,alta,problema cedolino ho bisogno di una lettera di referenze ho bisogno di aiuto immediato
937,Monitor sfarfalla,"Non riesco a connettermi alla rete aziendale Urgentissimo, il cliente attende.",Tecnico,alta,monitor sfarfalla non riesco a connettermi alla rete aziendale urgentissimo il cliente attende
938,Reso merce,Vorrei ricevere il catalogo prodotti completo A vostra comodità.,Commerciale,bassa,reso merce vorrei ricevere il catalogo prodotti completo a vostra comodità
939,Disdetta servizio,"Siamo interessati a una partnership commerciale Non è urgente, quando avete tempo.",Commerciale,bassa,disdetta servizio siamo interessati a una partnership commerciale non è urgente quando avete tempo
940,Server non risponde,"Il sistema è molto lento per mancanza di RAM Emergenza, serve intervento immediato.",Tecnico,alta,server non risponde il sistema è molto lento per mancanza di ram emergenza serve intervento immediato
941,VPN non funziona,Il computer impiega troppo tempo ad avviarsi Non è prioritario.,Tecnico,bassa,vpn non funziona il computer impiega troppo tempo ad avviarsi non è prioritario
942,Smart working,"Ho bisogno di modificare le detrazioni fiscali Situazione critica, sistema bloccato.",Amministrazione,alta,smart working ho bisogno di modificare le detrazioni fiscali situazione critica sistema bloccato
943,Cambio IBAN,Invio la nota spese del mese Attendo riscontro.,Amministrazione,media,cambio iban invio la nota spese del mese attendo riscontro
944,Anticipo stipendio,Non ho ricevuto la CUD di quest'anno È solo una domanda informativa.,Amministrazione,bassa,anticipo stipendio non ho ricevuto la cud di quest'anno è solo una domanda informativa
945,Nuovo cliente,"Vorrei lasciare un feedback sul servizio ricevuto Non è urgente, quando avete tempo.",Commerciale,bassa,nuovo cliente vorrei lasciare un feedback sul servizio ricevuto non è urgente quando avete tempo
946,Assistenza post-vendita,Confermo di aver effettuato il pagamento Grazie per l'assistenza.,Commerciale,media,assistenza post-vendita confermo di aver effettuato il pagamento grazie per l'assistenza
947,Malattia,Devo comunicare un periodo di malattia,Amministrazione,media,malattia devo comunicare un periodo di malattia
948,Variazione orario,Gli straordinari del mese scorso non sono stati pagati Fatemi sapere.,Amministrazione,media,variazione orario gli straordinari del mese scorso non sono stati pagati fatemi sapere
949,Connessione internet assente,Non esce audio dalle casse del computer Cordiali saluti.,Tecnico,media,connessione internet assente non esce audio dalle casse del computer cordiali saluti
950,Aggiornamento fallito,Non esce audio dalle casse del computer Senza fretta.,Tecnico,bassa,aggiornamento fallito non esce audio dalle casse del computer senza fretta
951,CUD mancante,"Vorrei presentare le dimissioni Situazione critica, sistema bloccato.",Amministrazione,alta,cud mancante vorrei presentare le dimissioni situazione critica sistema bloccato
952,Assegni familiari,"Vorrei presentare le dimissioni Emergenza, serve intervento immediato.",Amministrazione,alta,assegni familiari vorrei presentare le dimissioni emergenza serve intervento immediato
953,Pagamento effettuato,Vorrei discutere un contratto di fornitura Cordiali saluti.,Commerciale,media,pagamento effettuato vorrei discutere un contratto di fornitura cordiali saluti
954,Anticipo stipendio,"Non ho ricevuto la CUD di quest'anno Quando possibile, grazie.",Amministrazione,media,anticipo stipendio non ho ricevuto la cud di quest'anno quando possibile grazie
955,Tastiera bloccata,La connessione VPN si disconnette continuamente,Tecnico,media,tastiera bloccata la connessione vpn si disconnette continuamente
956,PC si spegne da solo,La licenza del software è scaduta Senza fretta.,Tecnico,bassa,pc si spegne da solo la licenza del software è scaduta senza fretta
957,CUD mancante,Devo comunicare un periodo di malattia Cordiali saluti.,Amministrazione,media,cud mancante devo comunicare un periodo di malattia cordiali saluti
958,Prestito aziendale,"Il mio contratto è in scadenza Urgentissimo, il cliente attende.",Amministrazione,alta,prestito aziendale il mio contratto è in scadenza urgentissimo il cliente attende
959,Nuovo cliente,Richiedo la sostituzione dell'articolo difettoso Ho bisogno di aiuto immediato.,Commerciale,alta,nuovo cliente richiedo la sostituzione dell'articolo difettoso ho bisogno di aiuto immediato
960,Partnership commerciale,Il mio ordine è in ritardo rispetto alla data prevista Solo per avere informazioni.,Commerciale,bassa,partnership commerciale il mio ordine è in ritardo rispetto alla data prevista solo per avere informazioni
961,Richiesta preventivo,Ho bisogno di una spedizione urgente Grazie in anticipo.,Commerciale,media,richiesta preventivo ho bisogno di una spedizione urgente grazie in anticipo
962,Assegni familiari,Vorrei attivare lo smart working È bloccante per il mio lavoro.,Amministrazione,alta,assegni familiari vorrei attivare lo smart working è bloccante per il mio lavoro
963,Smart working,Vorrei presentare le dimissioni È solo una domanda informativa.,Amministrazione,bassa,smart working vorrei presentare le dimissioni è solo una domanda informativa
964,Upgrade piano,Vorrei verificare il credito residuo Grazie per l'assistenza.,Commerciale,media,upgrade piano vorrei verificare il credito residuo grazie per l'assistenza
965,Assistenza post-vendita,Vorrei lasciare un feedback sul servizio ricevuto,Commerciale,media,assistenza post-vendita vorrei lasciare un feedback sul servizio ricevuto
966,Password dimenticata,Il computer impiega troppo tempo ad avviarsi Ho bisogno di aiuto immediato.,Tecnico,alta,password dimenticata il computer impiega troppo tempo ad avviarsi ho bisogno di aiuto immediato
967,Busta paga errata,"Vorrei informazioni sulla liquidazione del TFR Urgentissimo, il cliente attende.",Amministrazione,alta,busta paga errata vorrei informazioni sulla liquidazione del tfr urgentissimo il cliente attende
968,Malattia,Ho bisogno di un certificato di lavoro per la banca Grazie in anticipo.,Amministrazione,media,malattia ho bisogno di un certificato di lavoro per la banca grazie in anticipo
969,Contratto da firmare,Richiedo informazioni sul congedo di maternità,Amministrazione,media,contratto da firmare richiedo informazioni sul congedo di maternità
970,Contratto da firmare,Ho bisogno di un attestato di servizio Resto in attesa di risposta.,Amministrazione,media,contratto da firmare ho bisogno di un attestato di servizio resto in attesa di risposta
971,Upgrade piano,Vorrei effettuare il reso della merce acquistata Ho bisogno di aiuto immediato.,Commerciale,alta,upgrade piano vorrei effettuare il reso della merce acquistata ho bisogno di aiuto immediato
972,Errore contributi,Il cedolino presenta delle anomalie Fatemi sapere.,Amministrazione,media,errore contributi il cedolino presenta delle anomalie fatemi sapere
973,Webcam non rilevata,Il file Excel non si apre correttamente Problema grave che blocca tutto.,Tecnico,alta,webcam non rilevata il file excel non si apre correttamente problema grave che blocca tutto
974,Problema cedolino,Richiedo assistenza per il modello 730 Resto in attesa di risposta.,Amministrazione,media,problema cedolino richiedo assistenza per il modello 730 resto in attesa di risposta
975,Reclamo prodotto,Confermo di aver effettuato il pagamento Cordiali saluti.,Commerciale,media,reclamo prodotto confermo di aver effettuato il pagamento cordiali saluti
976,Assegni familiari,Il mio contratto è in scadenza È solo una domanda informativa.,Amministrazione,bassa,assegni familiari il mio contratto è in scadenza è solo una domanda informativa
977,Upgrade piano,Richiedo la sostituzione dell'articolo difettoso Grazie in anticipo.,Commerciale,media,upgrade piano richiedo la sostituzione dell'articolo difettoso grazie in anticipo
978,Sollecito pagamento,Siamo interessati a una partnership commerciale Fatemi sapere.,Commerciale,media,sollecito pagamento siamo interessati a una partnership commerciale fatemi sapere
979,Sconto richiesto,Vorrei annullare l'ordine numero 12345 Grazie in anticipo.,Commerciale,media,sconto richiesto vorrei annullare l'ordine numero 12345 grazie in anticipo
980,Webcam non rilevata,Ho bisogno di installare un nuovo software È solo una domanda informativa.,Tecnico,bassa,webcam non rilevata ho bisogno di installare un nuovo software è solo una domanda informativa
981,Ordine in ritardo,Invio sollecito per il pagamento della fattura Problema grave che blocca tutto.,Commerciale,alta,ordine in ritardo invio sollecito per il pagamento della fattura problema grave che blocca tutto
982,Straordinari non pagati,"Richiedo informazioni sul congedo di maternità Quando possibile, grazie.",Amministrazione,media,straordinari non pagati richiedo informazioni sul congedo di maternità quando possibile grazie
983,Aggiornamento fallito,La chiavetta USB non viene riconosciuta Quando possibile.,Tecnico,bassa,aggiornamento fallito la chiavetta usb non viene riconosciuta quando possibile
984,Pagamento effettuato,"Ci sono offerte speciali in corso? È urgente, non riesco a lavorare.",Commerciale,alta,pagamento effettuato ci sono offerte speciali in corso è urgente non riesco a lavorare
985,Richiesta campioni,Vorrei lasciare un feedback sul servizio ricevuto Attendo riscontro.,Commerciale,media,richiesta campioni vorrei lasciare un feedback sul servizio ricevuto attendo riscontro
986,Promozione attiva,Siamo interessati a una partnership commerciale Solo per avere informazioni.,Commerciale,bassa,promozione attiva siamo interessati a una partnership commerciale solo per avere informazioni
987,Assegni familiari,Ho bisogno di un certificato di lavoro per la banca Quando possibile.,Amministrazione,bassa,assegni familiari ho bisogno di un certificato di lavoro per la banca quando possibile
988,Contratto fornitura,È possibile ricevere dei campioni gratuiti? Problema grave che blocca tutto.,Commerciale,alta,contratto fornitura è possibile ricevere dei campioni gratuiti problema grave che blocca tutto
989,Server non risponde,La stampante non risponde ai comandi di stampa Solo per avere informazioni.,Tecnico,bassa,server non risponde la stampante non risponde ai comandi di stampa solo per avere informazioni
990,Certificato lavoro,Devo organizzare una trasferta di lavoro Senza fretta.,Amministrazione,bassa,certificato lavoro devo organizzare una trasferta di lavoro senza fretta
991,Upgrade piano,Il mio ordine è in ritardo rispetto alla data prevista Non è prioritario.,Commerciale,bassa,upgrade piano il mio ordine è in ritardo rispetto alla data prevista non è prioritario
992,Pagamento effettuato,Vorrei discutere un contratto di fornitura Quando possibile.,Commerciale,bassa,pagamento effettuato vorrei discutere un contratto di fornitura quando possibile
993,Credito cliente,"Ci sono offerte speciali in corso? Sono fermo, non posso procedere.",Commerciale,alta,credito cliente ci sono offerte speciali in corso sono fermo non posso procedere
